id,customer_account_id,side,instrument,quantity,price,amount,created_at
tr_0a8af758fa59463c97bab2b673818387,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(962960,4,EUR)","(577,2,EUR)",2025-02-19T14:30:42.700Z
tr_fb40b04f801f4feda5f151302e942827,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(962960,4,EUR)","(577,2,EUR)",2025-02-19T14:30:37.647Z
tr_e66468044808417da1e6cabb9a9edcf0,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(962960,4,EUR)","(577,2,EUR)",2025-02-19T14:30:32.152Z
tr_ffe431f8b0a141da857b0c98b0b8e477,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(962960,4,EUR)","(577,2,EUR)",2025-02-19T14:30:27.438Z
tr_e5d28781292c419f9854bb57b66c11c6,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(962960,4,EUR)","(577,2,EUR)",2025-02-19T14:30:21.757Z
tr_376635e09ab54ae99dc71b436afc1dea,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5188,5)","(963760,4,EUR)","(500,2,EUR)",2025-02-19T14:30:07.268Z
tr_ca0584a3b8de444e9471b220468ed66d,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5188,5)","(963760,4,EUR)","(500,2,EUR)",2025-02-19T14:30:07.081Z
tr_3e4d350476e54003af92b0e278ecde73,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5188,5)","(963760,4,EUR)","(500,2,EUR)",2025-02-19T14:30:07.038Z
tr_4122e1764886435f8ba8410cadc32071,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5188,5)","(963760,4,EUR)","(500,2,EUR)",2025-02-19T14:30:06.784Z
tr_cdb9966bc5574395a3f742ff28cd3a50,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5188,5)","(963760,4,EUR)","(500,2,EUR)",2025-02-19T14:30:06.540Z
tr_dabb4f61027f481f92b82652eb195b0a,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5188,5)","(963760,4,EUR)","(500,2,EUR)",2025-02-19T14:30:06.492Z
tr_735fa75c0ff54f48af526bbd008bfa53,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(966220,4,EUR)","(579,2,EUR)",2025-02-18T14:31:31.704Z
tr_22885476cf6444abbc6fc47fb0a50b3b,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(966220,4,EUR)","(579,2,EUR)",2025-02-18T14:31:25.501Z
tr_086db8e0d65b46f498f2f279d39b98bf,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(966220,4,EUR)","(579,2,EUR)",2025-02-18T14:31:19.681Z
tr_17b0b6c003ae455eaabef99ceb213ef8,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(966220,4,EUR)","(579,2,EUR)",2025-02-18T14:31:14.268Z
tr_f8a94c858b484eaa8310f8db560a5530,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(966220,4,EUR)","(579,2,EUR)",2025-02-18T14:31:08.626Z
tr_bde1eaacd20343f99b8c2c37f278919e,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(966220,4,EUR)","(579,2,EUR)",2025-02-18T14:31:03.840Z
tr_43bd0c8ca9fa4f399f6b50bd766d9e6e,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(966220,4,EUR)","(579,2,EUR)",2025-02-18T14:30:58.789Z
tr_72a1cd1163d44cd99b6283e69ef17f49,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(966220,4,EUR)","(579,2,EUR)",2025-02-18T14:30:53.736Z
tr_e17d139722214e41a3e8230f38e552a3,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(966220,4,EUR)","(579,2,EUR)",2025-02-18T14:30:48.699Z
tr_3fa6ad9860934bb997a9a5a82063af90,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(966220,4,EUR)","(579,2,EUR)",2025-02-18T14:30:42.759Z
tr_f6cf2592bbe844f887e1a16adb04ff4e,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(966220,4,EUR)","(579,2,EUR)",2025-02-18T14:30:37.836Z
tr_57e4ed3ceb9842b5a1e053033c09c643,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(966220,4,EUR)","(579,2,EUR)",2025-02-18T14:30:31.773Z
tr_e42b517c031a46118b0172bf3b8b57c6,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5171,5)","(966920,4,EUR)","(500,2,EUR)",2025-02-18T14:30:09.553Z
tr_3864c341a38740fcbceefe54863b3dcb,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5171,5)","(966920,4,EUR)","(500,2,EUR)",2025-02-18T14:30:09.384Z
tr_c9de2d9125744ba581f1163731a60c6a,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5171,5)","(966920,4,EUR)","(500,2,EUR)",2025-02-18T14:30:08.857Z
tr_1aa8198e4dda403c91211eee53e99d6c,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5171,5)","(966920,4,EUR)","(500,2,EUR)",2025-02-18T14:30:08.845Z
tr_c3c4a2ca197a49b39f09f6edacab5507,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5171,5)","(966920,4,EUR)","(500,2,EUR)",2025-02-18T14:30:08.497Z
tr_fa39abf93f774fe3a20a30a55d3ff454,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5171,5)","(966920,4,EUR)","(500,2,EUR)",2025-02-18T14:30:07.773Z
tr_9700f318a99b4ba1aa4c373816875012,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5171,5)","(966920,4,EUR)","(500,2,EUR)",2025-02-18T14:30:07.468Z
tr_9712fff19d92479aa0ccd8a80f25e253,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5171,5)","(966920,4,EUR)","(500,2,EUR)",2025-02-18T14:30:07.003Z
tr_6877d952b69149a893ed10e5914c4721,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5171,5)","(966920,4,EUR)","(500,2,EUR)",2025-02-18T14:30:06.920Z
tr_0f280c763fe14a5ab9d553a84168a52d,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5171,5)","(966920,4,EUR)","(500,2,EUR)",2025-02-18T14:30:06.568Z
tr_afd18df5caa04858beb1bf6c01a5c91c,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5171,5)","(966920,4,EUR)","(500,2,EUR)",2025-02-18T14:30:06.180Z
tr_874b9d9e4c994843836825df9fd90cd7,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5171,5)","(966920,4,EUR)","(500,2,EUR)",2025-02-18T14:30:06.047Z
tr_2b8999a8238948c3b9d8ab70ce7a2f9b,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(965460,4,EUR)","(579,2,EUR)",2025-02-17T14:31:32.602Z
tr_0c47b4eeb2384b7e87a3fbd2063fead2,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(965460,4,EUR)","(579,2,EUR)",2025-02-17T14:31:27.673Z
tr_0e1ebd7088824866a3d68214f72a040f,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(965460,4,EUR)","(579,2,EUR)",2025-02-17T14:31:21.825Z
tr_ee399c7416654946a87b32984a95f498,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(965460,4,EUR)","(579,2,EUR)",2025-02-17T14:31:16.622Z
tr_3ebed593b15c4c39908eec17064a4c32,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(965460,4,EUR)","(579,2,EUR)",2025-02-17T14:31:11.461Z
tr_19bb7f3c957440a4b4c5e72e4c492ed9,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(965460,4,EUR)","(579,2,EUR)",2025-02-17T14:31:05.397Z
tr_7a16e5369d4641c69901f7858ba46c59,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(965460,4,EUR)","(579,2,EUR)",2025-02-17T14:30:49.258Z
tr_df811bf687be44458c23c3146c097c83,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(965460,4,EUR)","(579,2,EUR)",2025-02-17T14:30:32.738Z
tr_972a6c18bbcd43eb9038fb0df3cdfbf6,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5175,5)","(966200,4,EUR)","(500,2,EUR)",2025-02-17T14:30:08.965Z
tr_2b774b436c5c430e979c7a861ce35d37,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5175,5)","(966200,4,EUR)","(500,2,EUR)",2025-02-17T14:30:08.633Z
tr_fa7a5c9f0f7e4da1b4e7f38d42569f7c,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5175,5)","(966200,4,EUR)","(500,2,EUR)",2025-02-17T14:30:08.074Z
tr_74d677512a9a4622b1a95d12ac39539f,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5175,5)","(966200,4,EUR)","(500,2,EUR)",2025-02-17T14:30:07.975Z
tr_8358bfce2efa442584f902487f0e3de2,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5175,5)","(966200,4,EUR)","(500,2,EUR)",2025-02-17T14:30:07.365Z
tr_5c82b81b425844b09c9bf389fe3db123,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5175,5)","(966200,4,EUR)","(500,2,EUR)",2025-02-17T14:30:07.279Z
tr_93fed79afe274888903f17268f91acf2,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5175,5)","(966200,4,EUR)","(500,2,EUR)",2025-02-17T14:30:07.068Z
tr_eef86587fba749ebb3e4775de347cd67,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5175,5)","(966200,4,EUR)","(500,2,EUR)",2025-02-17T14:30:06.825Z
tr_68f8bfff0ef346cdb28c85b33a00bdb0,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(964080,4,EUR)","(578,2,EUR)",2025-02-14T14:31:06.788Z
tr_265641e1cffc46f3ac46383004417963,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(964080,4,EUR)","(578,2,EUR)",2025-02-14T14:31:02.003Z
tr_5d4bf2d5b8a148adbc267ee265480e31,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(964080,4,EUR)","(578,2,EUR)",2025-02-14T14:30:56.768Z
tr_adc09bb01d4b48158527877060d4de72,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(964080,4,EUR)","(578,2,EUR)",2025-02-14T14:30:51.888Z
tr_e7b680ff270b4157ba9a3c943a938361,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(964080,4,EUR)","(578,2,EUR)",2025-02-14T14:30:46.103Z
tr_091e016a4e8e4976b4430f94661846f5,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(964080,4,EUR)","(578,2,EUR)",2025-02-14T14:30:41.228Z
tr_00454fa55f5c4b0885a6b9d159fb2b5c,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(964080,4,EUR)","(578,2,EUR)",2025-02-14T14:30:36.444Z
tr_73c0b6cb50e3437f872b91a106889918,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(964080,4,EUR)","(578,2,EUR)",2025-02-14T14:30:31.420Z
tr_59bb8904c4d246f2ad079184bcee3b9e,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5182,5)","(964860,4,EUR)","(500,2,EUR)",2025-02-14T14:30:08.273Z
tr_21a7b7f9675144c5b458d49f22fbc84b,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5182,5)","(964860,4,EUR)","(500,2,EUR)",2025-02-14T14:30:08.239Z
tr_eb786961fb74438a9bf5e6f6b458281c,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5182,5)","(964860,4,EUR)","(500,2,EUR)",2025-02-14T14:30:07.882Z
tr_9b0c454a8a17409cafc62329df2f3d03,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5182,5)","(964860,4,EUR)","(500,2,EUR)",2025-02-14T14:30:07.718Z
tr_365247b23f144223801a9927e8c7103f,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5182,5)","(964860,4,EUR)","(500,2,EUR)",2025-02-14T14:30:07.232Z
tr_382d8c4f7e8341fca8b681541f8cce75,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5182,5)","(964860,4,EUR)","(500,2,EUR)",2025-02-14T14:30:07.009Z
tr_6a4718ebce9c4c3fbc31fc37879b31bb,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5182,5)","(964860,4,EUR)","(500,2,EUR)",2025-02-14T14:30:06.997Z
tr_3546f238d9ae410fbfd6d1170b58ae90,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5182,5)","(964860,4,EUR)","(500,2,EUR)",2025-02-14T14:30:06.862Z
tr_8a41a3b8bcba4601b4e878eace222f4e,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(957560,4,EUR)","(574,2,EUR)",2025-02-13T14:31:30.593Z
tr_e74f17cc3ab64a6694f6849325b44302,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(957560,4,EUR)","(574,2,EUR)",2025-02-13T14:31:25.668Z
tr_cdfb94efe3b94a3794ae19975e7e5914,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(957560,4,EUR)","(574,2,EUR)",2025-02-13T14:31:20.244Z
tr_b084b97219244d539a63d567d02bbf4b,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(957560,4,EUR)","(574,2,EUR)",2025-02-13T14:31:14.519Z
tr_93ac9693a9aa4656b7d0342deda9633c,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(957560,4,EUR)","(574,2,EUR)",2025-02-13T14:31:08.438Z
tr_ed85ed607f634360b02f6ee235737304,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(957560,4,EUR)","(574,2,EUR)",2025-02-13T14:31:03.392Z
tr_e08bbde65117423188d7fb7b65734049,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(957560,4,EUR)","(574,2,EUR)",2025-02-13T14:30:58.718Z
tr_49fa1fa3ab63474baa66c5f02bd2889e,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(957560,4,EUR)","(574,2,EUR)",2025-02-13T14:30:53.807Z
tr_a6ea99f44f78451d803f7f4fd6fb25d0,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(957560,4,EUR)","(574,2,EUR)",2025-02-13T14:30:48.378Z
tr_7975b4004d7e45b29e58f2e78f176e18,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(957560,4,EUR)","(574,2,EUR)",2025-02-13T14:30:43.242Z
tr_741883cc87e341f1b68cc41428225883,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(957560,4,EUR)","(574,2,EUR)",2025-02-13T14:30:36.689Z
tr_1354a32bb86b4bcea3c2c2d9ed24e755,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(957560,4,EUR)","(574,2,EUR)",2025-02-13T14:30:31.802Z
tr_c222a40642314d4c8c80e5fe1230f4f8,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5217,5)","(958360,4,EUR)","(500,2,EUR)",2025-02-13T14:30:09.716Z
tr_e3316003e504453a862d08c4be953b04,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5217,5)","(958360,4,EUR)","(500,2,EUR)",2025-02-13T14:30:09.032Z
tr_35e18735ff004903a271cce12373e2c0,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5217,5)","(958360,4,EUR)","(500,2,EUR)",2025-02-13T14:30:08.907Z
tr_5475faeb63c2431396f9c7503df8bc41,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5217,5)","(958360,4,EUR)","(500,2,EUR)",2025-02-13T14:30:08.435Z
tr_5be8bc2ed0bf4f31a1d1f1a5cf2f65e7,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5217,5)","(958360,4,EUR)","(500,2,EUR)",2025-02-13T14:30:08.128Z
tr_ad47c00daf924a43bab06f6cf260a4dd,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5217,5)","(958360,4,EUR)","(500,2,EUR)",2025-02-13T14:30:07.801Z
tr_2fb1792aaa7f40a1a4aa0f49b5b88efb,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5217,5)","(958360,4,EUR)","(500,2,EUR)",2025-02-13T14:30:07.690Z
tr_b0cbb670599740a689bbaba2a07f0294,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5217,5)","(958360,4,EUR)","(500,2,EUR)",2025-02-13T14:30:07.443Z
tr_20961e1b19f74006834e6b29ccabc6b5,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5217,5)","(958360,4,EUR)","(500,2,EUR)",2025-02-13T14:30:06.768Z
tr_f07a447a46ef42ad8ca7ee41747b72b7,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5217,5)","(958360,4,EUR)","(500,2,EUR)",2025-02-13T14:30:06.590Z
tr_be594c4e95d54d41b17165160617445b,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5217,5)","(958360,4,EUR)","(500,2,EUR)",2025-02-13T14:30:06.388Z
