customer_account_id,customer_id,partner_id
cusa_224213d63cc542739de3b2bcf70e8e1d,cus_76156733739e4a749ae4049a84d58439,par_1
cusa_0ebd4b7f0e454922a53045cff156921f,cus_525a10588d8c4926a2fd3abf4753d081,par_1
cusa_45c43bf4e26544f4bba9463def18cb62,cus_00ee25db7b62418d9872382bcbaea45a,par_1
cusa_5947766f538b4a5fa1748f0d5f67215b,cus_c504ba3322734f8da140aa8112478641,par_1
cusa_f378c2d11ee142d7b5f4511664d7ee40,cus_6df67416fc1f41759599d9d47b627521,par_1
cusa_208dfaf7a2324cd1b7fc97331205bc34,cus_e752188fa72742f79ffcd97ac2f908e3,par_1
cusa_f9a9b4bfb76b40a88c5a09197cce24b5,cus_80fb1f6ec69b4f6bb004abd3551e7fc7,par_1
cusa_d2dbcd6474d34e7ba67006b8185e32d2,cus_873d9cea233f46fd970d933b6778a080,par_1
cusa_8620fd8f1658440eb8f0ff088f70d6ba,cus_06c4bac634dc443e898013b054f9fac8,par_1
cusa_eebb0b13e58c436188de9f4cd10f138d,cus_5a053c29defe4ee39d986ea4fb813bef,par_1
cusa_5da29b6795da407bb75b47ec86ce70e9,cus_262876b01c444bbda5fec2d9ab5240ff,par_1
cusa_b112fcc7595443dc8c5f1628df0f6d62,cus_1610a5690def45d4b711663bea42ce8b,par_1
cusa_d5019c1346bc410388338981675532a3,cus_f4944c6e61164a03b6b5ec9fe48562fd,par_1
cusa_8fbb1ff3cc8c4ee6bbc7649597a544fc,cus_4f1e7f9dcfdc4d64ba76ffb78c443068,par_1
cusa_e89100cdf2a449aead469cdc278f8820,cus_2ccaee354e744a7f8fb9419118ba54e3,par_1
cusa_527e9196474c41c497aa65ed121abfbe,cus_d8e82accdd7244e7957fa7c731ff0fa5,par_1
cusa_c1c4c4c2ad294c46a53f3b0e591fc48e,cus_57c99456b9954d24844a95da2011beaa,par_1
cusa_c9fc5224fb344c2a9a1c458a89450883,cus_8ac3e74f0952490e9198d635fefc2f62,par_1
cusa_1884fb852b06476fb68ad52946efb6ad,cus_be7569e006714d0aaf78656f17509afb,par_1
cusa_9429073b3ed8483ba19aa5f4845333e9,cus_ab41b762c73a44d0b0abab1b8e09a184,par_1
cusa_4af71ea27a324969921e068b4a46932d,cus_adbe2ac9da9f448fb4b564c4931cb4eb,par_1
cusa_c19cd2b3f8014e278ccb91d1bd3a4f1a,cus_ffbdfc19723346a38d66493d81a8d553,par_1
cusa_ceb1ad0a1b314084bb755c7294b073c3,cus_a4b961094e474df9a2449f67f0f674a7,par_1
cusa_a2062779fc7d4f2cbed3845418c64c7a,cus_8acb306e127d4232a6318f9b61b98688,par_1
cusa_56141922c9d34a7782a1a048ac4f4ec4,cus_0194956b73e642cba09087b0fe70e025,par_1
cusa_b944bcaa88e94f69be92608e2813af8e,cus_ab5f28f23f404300ad7367473a72245f,par_1
cusa_805948e587fa4d3b93b8902536de8708,cus_08e24e1fdb5a42cc94209a474d375895,par_1
cusa_4163210f39cd4840a7d9141430fc7910,cus_3b1117aa17f14efbaa1673712f72cd13,par_1
cusa_24ad440adc2d4c72a403681a6e77b2fa,cus_b0a78368e9af438db8c640ca9aca6afa,par_1
cusa_126d6ef7384c402f83d0d76c1949c988,cus_bf0821e75d1342a681020d321fd49b4b,par_1
cusa_c9699d5777f0477ba1a8762a7567fb78,cus_f9666442533e40379567050bde661bcc,par_1
cusa_934742b20a6d44459271c71b3bce296a,cus_8cb4b50a22554a079a389dd5e9f6b89b,par_1
cusa_20800e13d1a8452ab467c21c7a849bd6,cus_f30dea732c024226b6e624b544263ae9,par_1
cusa_5f5146666dda4271ba031c5627132828,cus_2762d01e45934e3a9253f4eef26e63d9,par_1
cusa_3aa127b29c264ae1a2c80a9c582d6caa,cus_e6d3ac6e90004a95a856c698e84c8b30,par_1
cusa_45cbf167e9a94636b53d270e532fd4ed,cus_88ed3e4de1654fd2bd564a251b9280bd,par_1
cusa_edd3c9405c3f4194a38ab6c4e17ae3c1,cus_4d8e7157dfdb4982b14da8a60df9daf0,par_1
cusa_e2859673c440483ab7654785626440f3,cus_79c56d49445940fd91b9911a839ee359,par_1
cusa_ff4940058be6416c8199b6e725cff810,cus_0dc733e5a9cb41f08ef34930ae10c2e1,par_1
cusa_760eed80dc9c48e79b33107290518aef,cus_4d27b5079a7a4cf2a6fe4948011885f5,par_1
cusa_b8ecea1c62a843c18dc9d87771411dc5,cus_8458413d974e46809a624a48f55a75f4,par_1
cusa_9c4996e7b46e4629bd4370e4b3c7f894,cus_aee8bab3986947dab2009a1ed350571c,par_1
cusa_3e11b6cc03614a60827b91d97b3bbbcb,cus_95e9c4bf3ba84342b434e92ced3e232c,par_1
cusa_d0c23ab4d0ac4fa58a0c10fb88e81eb5,cus_554b629d76f94d83b176bb04244f569c,par_1
cusa_9aa4463077844944ba49c0990054f9e1,cus_63d3a8f0d02845eaa93a61e121672bda,par_1
cusa_cfbdfae40a9a4356b85913014a8cbdda,cus_751bd0340a9644b6875b03d1c34266c5,par_1
cusa_222081d7b22c4556b2a04f431eb93db6,cus_7d0a24a8153e402dba4e082b4a0c151c,par_1
cusa_ff44c8680e804bf3989c9538fb045d64,cus_3509bf9821d848b58e2556df5a9b020f,par_1
cusa_153318e869d64cc793e57c0a2515e050,cus_6bbf743f482444fea032436aa5c0bed7,par_1
cusa_c95613d8b5114c36bc509b81d5f52699,cus_52d61b5bc5be4e879e28f41f0e0f2135,par_1
cusa_760e49830c7044c9bf9d81c6fd14b2e2,cus_4e1b4a7d9ecd4d1d92deee6088d142df,par_1
cusa_9cae763abaf14654ad46cdc41af35a88,cus_8e696ff25d6d4082954eaa56e2754971,par_1
cusa_7dbc4a4014294d4a9265cf0ad555e85b,cus_d23f52dd33494fa594f321b993dbdda3,par_1
cusa_9aa574fb0b7d471e8d61dc582ab2dc34,cus_4e17b4f6179e442ab5a6785d96fbea3a,par_1
cusa_00a23ab923884c26945bf4740f2c900c,cus_4c04b965640c4f15adc28b3344d3652a,par_1
cusa_c1f3581744114cce9ff10fda32235f84,cus_e2eea20dd5364206b880f19f7c0957e1,par_1
cusa_724d05eaaee34f62a05dc0f54c2990a2,cus_1c6a8f98cb2f45ccb44a09260e043483,par_1
cusa_4fba9a14d7844138ba0e09bc5ff00dba,cus_99b49decf08749d3ae5b69715cdda06f,par_1
cusa_970a84faa2604085904a70eef8f79d77,cus_7c092c8311e54bf0a9a86e35b09ec31d,par_1
cusa_0859b8e3289e46f184c18321d9e1dcea,cus_71772b85d486455092b9ce4d90adccf9,par_1
cusa_59b0abbe0ba2414f8623cc070db6d557,cus_4fff554454804842809448b5597a3658,par_1
cusa_e17faa45d3d24351a87300e561154ea7,cus_62ff54cf8d5c41b6a0844d68a2553ddb,par_1
cusa_ab8d646525214963a75bd9873f2ef70e,cus_666c479478284bff804576752a7802a3,par_1
cusa_395ca0f483e846b0ba05d6465aaf3e67,cus_3cc3882644dd452f937d8cb6c5b3f9fa,par_1
cusa_24c3f7c16e8446738d6cca9da11a3fff,cus_4692b5a026fc4215a64b88064984a2e2,par_1
cusa_fe1cedef04c841069da60eb9dd394845,cus_1acaca1d9c694178959bbbc6699eae96,par_1
cusa_998bce3f6d704d05aed2396c8cc028db,cus_91db071f9b264958a296f52f96de6174,par_1
cusa_c2bd97ac59cd4a4491dc7532f9afeae9,cus_bba81d4226914dfcb7a3ccce8d97dc1b,par_1
cusa_b577eb5269af4928a502c9b790139f50,cus_fe40c19077ca4f20bb78c57e2f19ec6c,par_1
cusa_9eb74dd733be4c77affcef0234824740,cus_1da78429c5e44b978e8ef948dc4fd19d,par_1
cusa_9def84fa63ee4c1683db40e0982aa0e0,cus_9afafe83d2394e0cade1ab6be5a81321,par_1
cusa_24dc44a59b4d44d6a52c2755cf745a94,cus_d8137c6f74b5449591386f9aa3568972,par_1
cusa_68de97e543484353bd136a3152698180,cus_f16aef21a0314fa0be13c9d9116e2332,par_1
cusa_c18a7bdc92f94be8a9d36f268a6250a9,cus_1ea5e6a7600642678b4c72ee704f39d6,par_1
cusa_b2bd8c64e4814f288680cc9e74741c6f,cus_ad46ca9b74854891881e70ed848d7aec,par_1
cusa_a5533df46d66481b953521efc96d1419,cus_51ede41961d04d9a94ea0995c0d9d7d3,par_1
cusa_b71f733a9f98465991dd3e411c7bf9d9,cus_7c9f9e7fe2e144dc9356542d7c0b65ae,par_1
cusa_f527ef785bb04b4dad832610edb167bd,cus_41eb67b12bd54798bde8f83e6ad76e7d,par_1
cusa_d74e4f60d92e4628bda1a3a1ca6108d4,cus_cdf2fab3aac14d80a2ca025a4d2f76be,par_1
cusa_0c704e47e96c4b3dac10d5254948c242,cus_707d4aef19524697a29177e0958f86fe,par_1
cusa_9f5017feb12149c0a6ec3546e3e4d480,cus_a4b0eaa2f951427eaeed7dd4f20cd3e6,par_1
cusa_68e2200dc8804a46ab8dbd0eb91cf4b1,cus_ed8113c218e54a56a22fd5a728fc054b,par_1
cusa_3bc152353ebe41bda06eb80fce7b60f0,cus_315afa0600f94922a73bee21d517ede9,par_1
cusa_43a9bf3e6ad84c99900e9a1b6533343b,cus_15a56bac1d7e4e8eac2868122e97779f,par_1
cusa_81ffd67aaf734ee8bc48b393a8152cfa,cus_6c4e4afbdf844648a6d07d49c8af26d1,par_1
cusa_f2eff1dcc9334df3a83dc62bd9c21a92,cus_f008022c42d74cf4a5af7b041c888e94,par_1
cusa_b14dbe31f48e4897bf6ea9ad6356782a,cus_fb14476492eb411d808306cbfd883fa1,par_1
cusa_8ba4dba3700b4c139d0fbb3e84f35510,cus_c64edf0bf71c4f91b5fc81b808661664,par_1
cusa_71c56db82d6940bfaa38048abf2e7739,cus_1d1b0c543b4f44ffbd2f4f0c76eeb14e,par_1
cusa_3aa59023fdf04c7989b631f43ff51e78,cus_596a954d7ebc402f9e26b69f482842eb,par_1
cusa_4a8a5b19b57046fe9ed52ffa52d3520a,cus_1dc684dd61d04f789e8fbf6b9bb7667d,par_1
cusa_3da7d2f328374c2ebbf86e879fef95c2,cus_4b0674e216f94808a5d86f2c71453293,par_1
cusa_87f2d6c077e8480cbeee53534b58f94c,cus_4a436e83ea1349d8b08734b0b89befa0,par_1
cusa_be6d04e0ebfe4a699618af04b8b87968,cus_19fdafaf98f04c3d93ebd64a9e062819,par_1
cusa_2bde3b52452143e1b8cf18376ca2cfc8,cus_3e454467d1f64bba91933501201e3a7b,par_1
cusa_f99a468166db4302b8a660d1c8a93abe,cus_5d398432d4fc4241bd78972501d086c0,par_1
cusa_2c13557552b0436096639165330f20db,cus_67760193606a48698c8483e796c6dc09,par_1
cusa_b329e0d37fd943b8b7637d34e96d5e52,cus_7252e860cf064ad4b6bfda7feee0d6f7,par_1
cusa_b2dfdf550a814690b11b95e8fb4d53c6,cus_95fa3c3d93cd4746a93d4159407aba90,par_1
cusa_5b743cf979b14085867aa269bf1b4227,cus_09f7194c84d3469e8eb9e2ef00268e98,par_1
cusa_fb8b75af09ef479ba459e10aa8952b8b,cus_8d58ad2f3e594f07af648c9b5473d59b,par_1
cusa_0a2505d5c3764b49a34a3d04878e710d,cus_e8bcb04f83e84332b2e86a9b1f86f105,par_1
cusa_cb8a2ecc877944bdbb81c5a54ab5bd40,cus_f980581a84864f2daa1ed59a8ba3bcf4,par_1
cusa_f7cf5c4ed88240e082cd6c47e2a80c6b,cus_570b2d79e79e4cd28bbd1b1ff3718263,par_1
cusa_110d41d4a3ba4e999377f3eaa5c52e17,cus_6e0b56e5b4b344a59adff9d4cbc2b7df,par_1
cusa_5c61c544968b4278acca47bdd7275ad8,cus_52da7d33ecb84d208ee69782cc5d7fdb,par_1
cusa_f2f2b0d03ae9488ba11531a489b05ae8,cus_aa86038b0bd34a37aeb717c725099918,par_1
cusa_184934654ed64fa58a1b06b74a4a1e32,cus_bd085260491642b588861b1e6b757890,par_1
cusa_d1a9c5c7d55b4b038ef603e08057c272,cus_0b893308789c4c448c0979e910c96128,par_1
cusa_b53b5a3e8b2849e9b91fc3ffc1be83b4,cus_00db06f7b49b4965957fb6c020fdbcfa,par_1
cusa_c92b9922403c4dfca06884e24380e4b5,cus_9d5a363ba09f46cb8185c04791b7ef2f,par_1
cusa_fb88ff52b7c14eba91a4792ff15af7e5,cus_5df80ef7596d4b469e84398424de7fa0,par_1
cusa_071db75816014e409da76931db44f8ed,cus_64c80f0eeb554d8f98afd86f8ede3acf,par_1
cusa_136843e2a33a4247a1f0122a1330479e,cus_4605db0b290944a2bfcc80cc4f2ed40c,par_1
cusa_ab0de858685644738092d515e9737a2c,cus_0df4600156f94771ba5be5d1d73e182c,par_1
cusa_54f3b8c22dab47548d5fb5f3b7e75375,cus_5cf29b12be9d43fc82fdecc5eb5a9890,par_1
cusa_f56a10950550493896abc2fcf3a8415b,cus_0df13055350748febd7f716a2843ac57,par_1
cusa_8cd0fbf61b9d44aab08af21e8f71bcaa,cus_390586e109364df0954d52d290e45cbd,par_1
cusa_f35be3e34e86405eb23d80d316a909cf,cus_6293e2263dc8453e8fa9d8d2e565cb7d,par_1
cusa_28870f3d8dd243529f85771ba7babe6e,cus_c252791ffb7044748258e3a99bbeaf59,par_1
cusa_b0f66619d9d94060b72c7ef85eb2a3b9,cus_6e11af6d43d542b48d9663466242df8f,par_1
cusa_95c886a009014927ada1c5a44f293966,cus_6b67445666834a06b233b722758bfdf9,par_1
cusa_e014e28a29414e31ad25ea393702acf5,cus_1ddd45b793864f6ca9f9c703cfc0ea42,par_1
cusa_dff4d4a806764650aad1ac47a315cab1,cus_fd258a259be64fd09e8d4bd3c6aee78c,par_1
cusa_b73acec0785e4fe0b0c759aac7abf622,cus_fa4f6bb9583d4b8cbf0ff5e5ec8ab87b,par_1
cusa_e4a3bd344db84119a35167bc8ffe2d83,cus_7bdbec6c3aac4d47b0a84587dc3109be,par_1
cusa_bb267434ae47439eb61692c68dcab9bc,cus_05031f9b2bcd4871ad2910cc207360d5,par_1
cusa_cf474d6a5b8d48ef935a06803e5889b4,cus_b71608e589b344d19a4e19d8867955d4,par_1
cusa_ef8eca72ad9649e19ed407e51149c7a9,cus_9d01a1c80dcf495bb1e88fb94e7bc743,par_1
cusa_4af1542cfd64421b97e0459a4f7bfb00,cus_7e9e26a9e71e4e9196cfaaa2cbcd87ab,par_1
cusa_bb71fd0186834e0e84eac591b9a4321e,cus_f36146ce42f6464b9a5b7fa9acfdffa8,par_1
cusa_d817c311f0894fe6ab0eaf27f6624375,cus_c06b2645a725440b91b89ff795302d4d,par_1
cusa_e6ce04720bde416c9e2ffecdc7d01365,cus_978cd2ec0ed8476787ee3c5695867044,par_1
cusa_42aafbd18ae640df8dc7612c4ecddc3c,cus_9b9be36bad124af98dd19d9b48a4d561,par_1
cusa_f373cb6bf37f46ee9f83c623df201505,cus_4ddfd4c5da104cb0883a3b96a9c8b6df,par_1
cusa_e7b57e97f958497b8470407b3758a402,cus_ac0735348ec5417f826e2df1aca0bb28,par_1
cusa_798ffb854ab043ef83aa5b1d7c982100,cus_a746ed4cf4fe488b88a55f1ff779ba4e,par_1
cusa_a1c33737cb6648b1aa7e3b369a19b20b,cus_4d4831de60d042f9ac4699af02ad2d54,par_1
cusa_ae8d6a5ddc184771802ff416c538c0af,cus_89dcce8f3847497ab2abafda6e77294a,par_1
cusa_590552d2474d4e89ad116cc4284b295c,cus_fff7dbe861094c22b7e6131117e178fd,par_1
cusa_2a156d65beb14ef4976d47a7691afaf3,cus_3825636cb2a4412bbc9c0890dd8be909,par_1
cusa_e6006e65bda34f8fa48b91f50d28d32d,cus_d04474b790534cf3a50b184acad6eb26,par_1
cusa_d9913a31de1942a199bd4cdba13351ca,cus_fd2a758a3ecb440abcb1bfa48223d8c7,par_1
cusa_ca54873fa4304a11baf5f8ae1527f8e6,cus_acf63bb394d44c2e89058c7588b9729f,par_1
cusa_a3177568946747c29c1f20164d303934,cus_01276be088ca4e3c9761a34c1dc77f33,par_1
cusa_2347a5ee293844c19a2d06e7384524f7,cus_71897845f4df47d681a231a65e50863e,par_1
cusa_71f93b4ee2b0496fa009b4f45ba5107a,cus_7b64df1f4e0d402da572ae80a15621ba,par_1
cusa_d3a9a498e71b4d1b80947884f738918a,cus_9ac8e4d623db496cba47c1aee86706d3,par_1
cusa_c42c9e0ffef04b81b31cf3d5645ca366,cus_f184308fe0d54d199d2f8da166452486,par_1
cusa_84efd1aa69d243b7bb26ea28681bde52,cus_5ecb1b331e704f469dc035e323e6a306,par_1
cusa_0376e5aa2ca34ae69ada34f427d10306,cus_a03bbd4a8f504d3b9c1625b70dfdb151,par_1
cusa_1210480a53834f62922e707d61bfda8e,cus_86ef8ccb134648df8eb054943cb9f8ce,par_1
cusa_d9634d29864744af8714bc02c5df5467,cus_e278717c441e4f198a4f6f53ee82a54e,par_1
cusa_2b0150eef30a466b94ae1d4540094897,cus_824f589969224e15b25b85e2b89b7e85,par_1
cusa_07b8108af4874aa6a36d9001f265e91b,cus_647a1362d64f4e2a93602754bc7c38fb,par_1
cusa_7eed47777e1c441ca48e0891ec7e822e,cus_da98bf5c2f644b8a91def887c88fc1af,par_1
cusa_e6b21e92b0a54797847301bb8d40b42f,cus_8e533b02d4bf44e082a23414f0494130,par_1
cusa_f27483740a5d4be58ef5a8decfbe54fe,cus_7e059a77e5154747a4d2655a1a214b2e,par_1
cusa_92885cb493374d4888169ee6a43595f3,cus_b77876d770e540329b4874de73c4126c,par_1
cusa_34b80aa5b2c74e7181b45c7d7483f68e,cus_cfba82c49c464f36a8c902ecd0bf8436,par_1
cusa_55ec575ac4444b98971db5c445ae474f,cus_06de09d75cf8462889afb6107af0dda2,par_1
cusa_8d13d565fa0b4adf97b6e687a8cb624d,cus_b6bd0d07021d4493ab45bb64f38a4862,par_1
cusa_388809f44def403599c21a49db69e6e5,cus_0aa3a5bfd86b4c56915d39ae07186815,par_1
cusa_0cbf4d7d2aee420dbf1207c740711c72,cus_2cfa922bd9784ccca1c50964356d33fa,par_1
cusa_8173f7081ee5482588e73998931dc78e,cus_6f617462e0be4e06a9e1735d56774d14,par_1
cusa_b9f2b91af57e4c6bba4c04965532942a,cus_571b79f70919478cbffedb6a89d4eb9c,par_1
cusa_3ed8fca8ffaf4095ac9ca9a267960244,cus_a727e809bff145d09ef33d23cbdf96c7,par_1
cusa_aa0f2a0eaf224d04ab47f6ab2aa58046,cus_efc6a8b9110642278a18767f88ff1a64,par_1
cusa_e38999a6c4a44f3e81ce11b05e1f8612,cus_db46e39d5de14948bdf36da3ae2f51ba,par_1
cusa_cdc60365de2145c09654bceb35802ef5,cus_c31736376c7340a5967a5a37f0e7e316,par_1
cusa_1176085054f64455a6bcae98b9933934,cus_2e76e811ff1047f4ba8c227a76e87f7c,par_1
cusa_443348e1d8fe4566a902e1958b07305a,cus_5be615d17b51426499398ba399ad3daa,par_1
cusa_f27dbfc9efb043758e05bdb8353ec757,cus_6aa387bf592645b5a9b0ba4e86ecfe61,par_1
cusa_53ab0687424b4c17b9c3646e1b6f7d4f,cus_f0a042e89394432287394c018c713b9c,par_1
cusa_0013fff271f3421f84caec603b36199d,cus_70726238bffe4e7f805261ccea911627,par_1
cusa_b432950181844ab8903add4c985133b6,cus_c892a47155724c4b94efd38e16f27139,par_1
cusa_f6a62c53808e46889b914529cb0ee626,cus_1bb945ada3ad41ed99a17841eb532054,par_1
cusa_929b417a6079407e9be17bde34c3fd7c,cus_5a64ed7d6b324c5aa89cd0278a2fd4cf,par_1
cusa_52514abeeb0146c599fcb54d45a69374,cus_9db8074882d24b63a69f60ea1de1d8c6,par_1
cusa_3878207ada354c7096bab0c2396c49fb,cus_9f12f8c6e3cc41c8958670d12c87067a,par_1
cusa_5b35ab0fdec14c988fc677dbab83d50d,cus_e0eabd6c64ab4d1d84d4ac22842366fe,par_1
cusa_6c06427b6f5742c7b4bec874033aca98,cus_d0b1709136b34a798f06cfe2805c23ab,par_1
cusa_2b721ca4df6940dab8afe29bc33d2250,cus_63c6f862b00244dca0afb9e3fc5abfe5,par_1
cusa_b00b99815d59465a826a79df23867e00,cus_e69b72343ef941a782319e1ef43f6241,par_1
cusa_6d4879bdfaae4722bf2b2848fba70e35,cus_c564f4dc016040f4883acabbf2feadd1,par_1
cusa_787a191954cb467dbfa5b97690f09e30,cus_bbb106c2b7cc47f68c433a620a397ed4,par_1
cusa_bb05a9f1509947389f733c4fe90a4101,cus_9c98bb6429634df2a5d408ad4ccc7031,par_1
cusa_c4d80d36cd32491e877eedc26ef0ba67,cus_f7de73e855294c82a9e95be480e10cc2,par_1
cusa_bdcc7106748f421c9cab212d05ac24b8,cus_f1bb4d5381aa4ee18b95ca1526716a2e,par_1
cusa_cbef3756281647cda5920799b5a9325a,cus_75a4bb9a1f294c8aae4ae2167785fa6c,par_1
cusa_697d60a8a65046a492d6a2edc7e4fd74,cus_1315e37bca634861af8358421559a260,par_1
cusa_ed6a054836a24735bc88f50e6d6f401f,cus_ae79c9a9cfb545c4bdfd4d3cd878cd34,par_1
cusa_2c97080c10b3424c98f56c215f5c6d8d,cus_b44fe85562ff46108f743c82ee956819,par_1
cusa_602edb05a29f44ab88be27df83c80c5d,cus_d875757c82e74594a7122f55a12e5f11,par_1
cusa_9022a4d140b340688f11c5e0a86c754e,cus_582337811bc94821b3375b594ddaf6e9,par_1
cusa_180d13e9287d48cc813842d9bb066a30,cus_a3ccd02b9a904962bb9920603bb3231d,par_1
cusa_387e2056ad0c4aa6849ca2f4646c150a,cus_b7873822e07b4a8195bb74151856be05,par_1
cusa_f2bc7f6b34794f9fb6a01e172aa9fd93,cus_7d5fe74498ec43acbf428698ecbd479b,par_1
cusa_30bbc57d90d147eb8a12f3710fab0046,cus_fe0a2b1631a24f3ea43c4a1f8fe0409c,par_1
cusa_12685be0b9c24048afdb748277399d91,cus_51a9d524580d491cbccccf0e5feadb7f,par_1
cusa_bd31ea3662d5469e97ceb397c7202a2c,cus_0ed441a3087e42a68dc031012f2b2577,par_1
cusa_5538dbbdbf9447bd82ef83fdceb48f63,cus_b2b160d79a2247479230db81fac87131,par_1
cusa_8285a9de61904aee9ee20344256fa5bc,cus_dae9e7bde9c14dc7b6c87e87ced50d24,par_1
cusa_daa1401c45204b99800c44f4f136a14d,cus_75547b4a121f4d0481766cb3a39b56c5,par_1
cusa_a34bb44d363643698b0916ae67f71f95,cus_2886955528744e70879189bfa2dcc2cc,par_1
cusa_e96e6116dbf74813aa8b225d9b8369f2,cus_e806bfaf389c4791a7616b579b82dc93,par_1
cusa_51b7db0f0f3844b2b4ca21b887bec06e,cus_7a42170788ff4a399cf8982b01cdcdbc,par_1
cusa_ed21cfe263b0400295b1dec6bb4a8883,cus_fc1c4e2608c94aec9222ee6f92ffe01a,par_1
cusa_c8481afb45ed47fd9efcc02dd3a1c289,cus_0241f6924c704b778610c09091789386,par_1
